人,4.0030489503,人,2.37415329,人,2.6171838396
旅行,0.7816764444,こと,0.7798853561,旅行,0.7816764444
こと,0.7798853561,情報,0.7779137888,こと,0.7798853561
英語,0.6834383774,英語,0.6834383774,情報,0.7779137888
神戸,0.6439398502,神戸,0.6439398502,英語,0.6834383774
マッチング,0.6125174425,登録,0.5866982463,カフェ,0.6306299812
登録,0.5866982463,カフェ,0.5799044859,マッチング,0.6125174425
外国,0.5382176907,マッチング,0.5422289804,登録,0.5866982463
方,0.4896631754,外国,0.5382176907,外国,0.5382176907
空港,0.4896631754,旅行,0.5142396663,方,0.4896631754
公認,0.4891246223,方,0.4896631754,空港,0.4896631754
観光,0.4410344744,空港,0.4896631754,日本,0.4602623043
プロフィール,0.4410344744,公認,0.4891246223,観光,0.4410344744
カフェ,0.4369760045,日本,0.4602623043,プロフィール,0.4410344744
情報,0.4030726667,観光,0.4410344744,外国人,0.3950335473
外国人,0.3950335473,プロフィール,0.4410344744,一,0.3923313606
一,0.3923313606,一,0.3923313606,英会話,0.3923313606
英会話,0.3923313606,英会話,0.3923313606,自分,0.3923313606
自分,0.3923313606,自分,0.3923313606,風,0.3899515871
海外,0.3617257307,風,0.3899515871,友達,0.3435536061
友達,0.3435536061,外国人,0.3876772941,観光客,0.3435536061
観光客,0.3435536061,海外,0.3617257307,地元,0.3435536061
地元,0.3435536061,友達,0.3435536061,場所,0.3435536061
場所,0.3435536061,観光客,0.3435536061,今,0.2947009816
今,0.2947009816,地元,0.3435536061,私,0.2947009816
私,0.2947009816,場所,0.3435536061,コミュニケーション,0.2947009816
コミュニケーション,0.2947009816,今,0.2947009816,海外,0.2895234143
日本,0.2819586905,私,0.2947009816,手段,0.2618985027
手段,0.2618985027,コミュニケーション,0.2947009816,僕,0.2457732569
僕,0.2457732569,僕,0.2457732569,勉強,0.2457732569
勉強,0.2457732569,勉強,0.2457732569,出会い系,0.2457732569
出会い系,0.2457732569,出会い系,0.2457732569,アプリ,0.2457732569
アプリ,0.2457732569,アプリ,0.2457732569,神戸,0.2238797324
文化,0.2211515373,手段,0.2180002063,文化,0.2211515373
スポット,0.205459285,最初,0.1967702009,変,0.2158913612
最初,0.1967702009,日本語,0.1967702009,スポット,0.1988399355
日本語,0.1967702009,時,0.1967702009,最初,0.1967702009
時,0.1967702009,どっち,0.1967702009,日本語,0.1967702009
どっち,0.1967702009,要,0.1967702009,時,0.1967702009
要,0.1967702009,機能,0.1967702009,どっち,0.1967702009
機能,0.1967702009,案内,0.1967702009,要,0.1967702009
案内,0.1967702009,形,0.1802777155,機能,0.1967702009
形,0.1802777155,絵,0.1646099328,案内,0.1967702009
側,0.1649387634,留学,0.1640212224,側,0.1669813617
絵,0.1646099328,二人,0.1595636358,教室,0.1503733485
二人,0.1595636358,ほん,0.1476915811,ほん,0.1476915811
教室,0.1503733485,子供,0.1476915811,子供,0.1476915811
ほん,0.1476915811,本当,0.1476915811,本当,0.1476915811
子供,0.1476915811,街,0.1476915811,街,0.1476915811
本当,0.1476915811,もの,0.1476915811,もの,0.1476915811
街,0.1476915811,説明,0.1476915811,説明,0.1476915811
もの,0.1476915811,スクール,0.1476915811,スクール,0.1476915811
説明,0.1476915811,話,0.1476915811,話,0.1476915811
スクール,0.1476915811,画面,0.1476915811,画面,0.1476915811
話,0.1476915811,反応,0.1419264841,場,0.1441457159
画面,0.1476915811,相手,0.1358376032,反応,0.1419264841
場,0.1441457159,双子,0.1329298004,きっかけ,0.1361705227
変,0.1414671632,興味,0.1304389318,相手,0.1358376032
風,0.1399399389,お酒,0.1225130335,お酒,0.1225130335
きっかけ,0.1361705227,地域,0.1221084625,地域,0.1221084625
興味,0.1304389318,発信,0.1212440166,誰,0.1153836144
発信,0.1212440166,ガイドブック,0.1206655263,現地,0.1143087998
ガイドブック,0.1206655263,側,0.1165866625,いろいろ,0.113501494
神戸市,0.1117373111,誰,0.1153836144,二人,0.1123930452
あれ,0.0985371642,現地,0.1143087998,公認,0.1045412099
安全面,0.0985371642,神戸市,0.1117373111,半分,0.1039295029
コミュニティ,0.0985371642,変,0.1074191631,あれ,0.0985371642
案,0.0985371642,あれ,0.0985371642,安全面,0.0985371642
何か,0.0985371642,安全面,0.0985371642,コミュニティ,0.0985371642
意見,0.0985371642,コミュニティ,0.0985371642,案,0.0985371642
中,0.0985371642,案,0.0985371642,何か,0.0985371642
一緒,0.0985371642,何か,0.0985371642,意見,0.0985371642
ディープ,0.0985371642,意見,0.0985371642,中,0.0985371642
トリガー,0.0985371642,中,0.0985371642,一緒,0.0985371642
旅行客,0.0985371642,一緒,0.0985371642,ディープ,0.0985371642
サービス,0.0985371642,ディープ,0.0985371642,トリガー,0.0985371642
F,0.0985371642,トリガー,0.0985371642,旅行客,0.0985371642
パック,0.0985371642,旅行客,0.0985371642,サービス,0.0985371642
絵心,0.0985371642,サービス,0.0985371642,F,0.0985371642
いろいろ,0.0900575147,F,0.0985371642,パック,0.0985371642
留学,0.074743481,パック,0.0985371642,絵心,0.0985371642
深堀,0.0742644341,絵心,0.0985371642,絵,0.0973891642
店先,0.0742552492,いろいろ,0.0970789273,双子,0.091624571
現地,0.0729117652,収集,0.0762313907,収集,0.0762313907
学校,0.0724654483,チーム,0.0758936837,チーム,0.0758936837
スマホ,0.0720255317,複数,0.075317879,複数,0.075317879
誰,0.0711654306,国際都市,0.0730486888,店先,0.0742552492
自由,0.0701932793,自ら,0.0726121559,国際都市,0.0730486888
双子,0.0699435509,あそこ,0.0722082739,自ら,0.0726121559
訳,0.0663938993,ネタ,0.0711663669,学校,0.0724654483
店主,0.0658170539,大阪,0.068485576,あそこ,0.0722082739
えと,0.0657795009,拝借,0.0683488871,スマホ,0.0720255317
店舗,0.0656272263,ホームページ,0.0678480457,自由,0.0701932793
何人,0.0653544233,えと,0.0657795009,大阪,0.068485576
信頼,0.0652775786,ティッシュ,0.0657281744,拝借,0.0683488871
すね,0.064655998,NOVA,0.063579185,訳,0.0663938993
事前,0.0640898698,レストラン,0.0617621244,店主,0.0658170539
NOVA,0.063579185,誘導,0.0614422,ティッシュ,0.0657281744
一つ,0.0635252009,提供,0.0613752889,店舗,0.0656272263
歴史,0.0618721543,暇,0.0607620201,何人,0.0653544233
レストラン,0.0617621244,シアトル,0.0592610071,信頼,0.0652775786
誘導,0.0614422,みなさん,0.0586617286,すね,0.064655998
インターネット,0.0614134966,何回,0.057122691,事前,0.0640898698
不安,0.0611292611,認識,0.0569151672,一つ,0.0635252009
暇,0.0607620201,検定,0.0561482284,インターネット,0.0614134966
地域,0.0602390487,斡旋,0.0557529061,提供,0.0613752889
頻度,0.0596180425,半分,0.0550848547,不安,0.0611292611
お酒,0.0595817107,掲示,0.0544001487,頻度,0.0596180425
簡単,0.0594869333,深堀,0.0542399308,神戸市,0.059289884
シアトル,0.0592610071,やりとり,0.0531839436,閉鎖,0.0573068631
みなさん,0.0586617286,仕事,0.0529846938,何回,0.057122691
閉鎖,0.0573068631,おさらい,0.0528823168,回数,0.0569380511
回数,0.0569380511,紙,0.0528466458,おさらい,0.0528823168
認識,0.0569151672,スポット,0.0527316853,日本人,0.0526965317
検定,0.0561482284,時間,0.0520926182,事件,0.0516220889
斡旋,0.0557529061,事件,0.0516220889,形,0.0508049965
掲示,0.0544001487,不満,0.051421858,休学,0.0501862049
やりとり,0.0531839436,手軽,0.0513765544,ビジネス,0.0493067157
仕事,0.0529846938,空間,0.0511252316,活用,0.0493067157
紙,0.0528466458,休学,0.0501862049,ばー,0.0493067157
日本人,0.0526965317,ビジネス,0.0493067157,６,0.0493067157
時間,0.0520926182,活用,0.0493067157,その子,0.0493067157
手軽,0.0513765544,ばー,0.0493067157,合間,0.0493067157
空間,0.0511252316,６,0.0493067157,無作為,0.0493067157
不満,0.0502106555,その子,0.0493067157,こちら側,0.0493067157
ビジネス,0.0493067157,合間,0.0493067157,ほとんど,0.0493067157
活用,0.0493067157,無作為,0.0493067157,接点,0.0493067157
ばー,0.0493067157,こちら側,0.0493067157,壁,0.0493067157
６,0.0493067157,ほとんど,0.0493067157,融合,0.0493067157
その子,0.0493067157,接点,0.0493067157,今回,0.0493067157
合間,0.0493067157,壁,0.0493067157,両者,0.0493067157
無作為,0.0493067157,融合,0.0493067157,知恵,0.0493067157
こちら側,0.0493067157,今回,0.0493067157,してい,0.0493067157
ほとんど,0.0493067157,両者,0.0493067157,昔,0.0493067157
接点,0.0493067157,知恵,0.0493067157,震災,0.0493067157
壁,0.0493067157,してい,0.0493067157,高校,0.0493067157
融合,0.0493067157,昔,0.0493067157,TOEIC,0.0493067157
今回,0.0493067157,震災,0.0493067157,機会,0.0493067157
両者,0.0493067157,高校,0.0493067157,お金,0.0493067157
