"word","value"
"人",2.8752722872
"公認",2.4319911288
"カフェ",1.3739079728
"登録",1.3433883871
"自分",1.2650761031
"マッチング",1.1322580294
"誰",1.0169261882
"旅行",0.8373511708
"出会い系",0.8155072413
"二人",0.6994055618
