"word","value"
"人",4.6187196795
"神戸",3.0045464223
"英会話",2.1031824956
"外国",1.8185218383
"英語",1.6165518878
"こと",1.6165518878
"日本語",1.4798932019
"友達",1.2989441702
"観光客",1.2989441702
"僕",1.2018185689
