"word","value"
"人",4.1169814782
"プロフィール",3.9040397642
"方",1.6368826201
"画面",1.3013465881
"旅行",1.1644516518
"こと",1.0298156236
"マッチング",1.0071409153
"どっち",0.9546385728
"絵心",0.9540802641
"登録",0.8770546034
