"word","value"
"公認",2.8423190707
"人",2.8158071643
"カフェ",1.5675793676
"出会い系",1.1762339696
"一",1.0219325365
"今",0.9789644453
"アプリ",0.8970287496
"最初",0.8857047144
"マッチング",0.7978697222
"自分",0.7968012479
