人,2.6123592462,人,2.1296545876,人,2.3476569916
こと,0.5820620708,こと,0.5820620708,こと,0.5820620708
旅行,0.5264160129,情報,0.5248477974,旅行,0.5264160129
英語,0.5093043119,英語,0.5093043119,情報,0.5248477974
神戸,0.4794427233,神戸,0.4794427233,英語,0.5093043119
マッチング,0.4365465531,旅行,0.4760209368,マッチング,0.4365465531
登録,0.4365465531,マッチング,0.4365465531,登録,0.4365465531
外国,0.4001676737,登録,0.4365465531,カフェ,0.4068176041
カフェ,0.3874727168,カフェ,0.4068176041,外国,0.4001676737
公認,0.3748726818,外国,0.4001676737,方,0.3637887942
情報,0.3738037663,公認,0.3748726818,空港,0.3637887942
方,0.3637887942,方,0.3637887942,観光,0.3274099148
空港,0.3637887942,空港,0.3637887942,プロフィール,0.3274099148
観光,0.3274099148,観光,0.3274099148,日本,0.3077400681
プロフィール,0.3274099148,プロフィール,0.3274099148,一,0.2910310354
一,0.2910310354,日本,0.3077400681,外国人,0.2910310354
外国人,0.2910310354,一,0.2910310354,英会話,0.2910310354
英会話,0.2910310354,外国人,0.2910310354,自分,0.2910310354
自分,0.2910310354,英会話,0.2910310354,風,0.2643141242
日本,0.2591328896,自分,0.2910310354,友達,0.254652156
友達,0.254652156,風,0.2643141242,観光客,0.254652156
観光客,0.254652156,友達,0.254652156,海外,0.254652156
海外,0.254652156,観光客,0.254652156,地元,0.254652156
地元,0.254652156,海外,0.254652156,場所,0.254652156
場所,0.254652156,地元,0.254652156,神戸,0.2291208561
今,0.2182732765,場所,0.254652156,今,0.2182732765
私,0.2182732765,今,0.2182732765,私,0.2182732765
コミュニケーション,0.2182732765,私,0.2182732765,コミュニケーション,0.2182732765
僕,0.1818943971,コミュニケーション,0.2182732765,僕,0.1818943971
勉強,0.1818943971,僕,0.1818943971,勉強,0.1818943971
出会い系,0.1818943971,勉強,0.1818943971,出会い系,0.1818943971
手段,0.1818943971,出会い系,0.1818943971,手段,0.1818943971
アプリ,0.1818943971,手段,0.1818943971,アプリ,0.1818943971
文化,0.1547763014,アプリ,0.1818943971,文化,0.1547763014
最初,0.1455155177,最初,0.1455155177,最初,0.1455155177
日本語,0.1455155177,日本語,0.1455155177,日本語,0.1455155177
時,0.1455155177,時,0.1455155177,時,0.1455155177
どっち,0.1455155177,どっち,0.1455155177,どっち,0.1455155177
要,0.1455155177,要,0.1455155177,要,0.1455155177
機能,0.1455155177,機能,0.1455155177,機能,0.1455155177
案内,0.1455155177,案内,0.1455155177,案内,0.1455155177
スポット,0.1398764701,形,0.1354079812,スポット,0.1398764701
形,0.1354079812,絵,0.1159977762,変,0.127119096
風,0.1303796388,留学,0.1105196859,側,0.110650454
絵,0.1159977762,二人,0.1102470055,公認,0.1101311576
変,0.1144958092,ほん,0.1091366383,ほん,0.1091366383
側,0.110650454,子供,0.1091366383,子供,0.1091366383
二人,0.1102470055,本当,0.1091366383,本当,0.1091366383
ほん,0.1091366383,街,0.1091366383,街,0.1091366383
子供,0.1091366383,もの,0.1091366383,もの,0.1091366383
本当,0.1091366383,説明,0.1091366383,説明,0.1091366383
街,0.1091366383,スクール,0.1091366383,スクール,0.1091366383
もの,0.1091366383,話,0.1091366383,話,0.1091366383
説明,0.1091366383,画面,0.1091366383,画面,0.1091366383
スクール,0.1091366383,側,0.1061921679,二人,0.1067408683
話,0.1091366383,興味,0.1045961398,教室,0.105570913
画面,0.1091366383,反応,0.0970630418,場,0.1003340805
教室,0.105570913,相手,0.0923099209,反応,0.0970630418
興味,0.1045961398,発信,0.0915543514,絵,0.09433279
場,0.1003340805,ガイドブック,0.0907845024,きっかけ,0.0937569865
きっかけ,0.0937569865,変,0.0869392142,相手,0.0923099209
発信,0.0915543514,お酒,0.0821158256,お酒,0.0821158256
ガイドブック,0.0907845024,双子,0.0819145997,地域,0.0818106667
神戸市,0.0795784481,地域,0.0818106667,双子,0.0776085072
あれ,0.0727577588,神戸市,0.0795784481,誰,0.0767751316
安全面,0.0727577588,誰,0.0767751316,現地,0.075976708
コミュニティ,0.0727577588,現地,0.075976708,あれ,0.0727577588
いろいろ,0.0727577588,あれ,0.0727577588,安全面,0.0727577588
案,0.0727577588,安全面,0.0727577588,コミュニティ,0.0727577588
何か,0.0727577588,コミュニティ,0.0727577588,いろいろ,0.0727577588
意見,0.0727577588,いろいろ,0.0727577588,案,0.0727577588
中,0.0727577588,案,0.0727577588,何か,0.0727577588
一緒,0.0727577588,何か,0.0727577588,意見,0.0727577588
ディープ,0.0727577588,意見,0.0727577588,中,0.0727577588
トリガー,0.0727577588,中,0.0727577588,一緒,0.0727577588
旅行客,0.0727577588,一緒,0.0727577588,ディープ,0.0727577588
サービス,0.0727577588,ディープ,0.0727577588,トリガー,0.0727577588
F,0.0727577588,トリガー,0.0727577588,旅行客,0.0727577588
パック,0.0727577588,旅行客,0.0727577588,サービス,0.0727577588
絵心,0.0727577588,サービス,0.0727577588,F,0.0727577588
留学,0.0692263339,F,0.0727577588,パック,0.0727577588
現地,0.0666126689,パック,0.0727577588,絵心,0.0727577588
誰,0.0650884495,絵心,0.0727577588,半分,0.0640211161
双子,0.0592440926,えと,0.0530702576,神戸市,0.0580411842
地域,0.0554754314,収集,0.0526690494,収集,0.0526690494
お酒,0.054892872,チーム,0.05239826,形,0.0524526045
えと,0.0530702576,複数,0.0519374441,チーム,0.05239826
店先,0.0519490498,深堀,0.0513339533,店先,0.0519490498
深堀,0.0513339533,国際都市,0.0501322788,複数,0.0519374441
学校,0.0504478838,NOVA,0.0498100447,学校,0.0504478838
スマホ,0.0500811661,自ら,0.0497869863,国際都市,0.0501322788
NOVA,0.0498100447,あそこ,0.049468084,スマホ,0.0500811661
自由,0.0485632525,スポット,0.0493456595,自ら,0.0497869863
レストラン,0.0472566919,レストラン,0.0472566919,あそこ,0.049468084
誘導,0.0468194255,誘導,0.0468194255,自由,0.0485632525
暇,0.0459015649,大阪,0.0465539349,大阪,0.0465539349
訳,0.0454635387,拝借,0.046447794,拝借,0.046447794
店主,0.0449984718,暇,0.0459015649,訳,0.0454635387
店舗,0.0448457443,ネタ,0.0448363637,店主,0.0449984718
何人,0.0446265314,ティッシュ,0.0444243948,店舗,0.0448457443
信頼,0.0445648404,シアトル,0.0439310462,何人,0.0446265314
