"","time1","time1","idf"
"連携",0.0312307990783385,0.0312307990783385,1
"運営",0.0312307990783385,0.0312307990783385,1
"信頼",0.0312307990783385,0.0312307990783385,1
"生田神社",0.0312307990783385,0.0312307990783385,1
"境内",0.0312307990783385,0.0312307990783385,1
"マニュアル",0.0312307990783385,0.0312307990783385,1
"用意",0.0312307990783385,0.0312307990783385,1
"お寺",0.0312307990783385,0.0312307990783385,1
"たいへん",0.0312307990783385,0.0312307990783385,1
"歴史",0.0312307990783385,0.0312307990783385,1
"パンフレット",0.0312307990783385,0.0312307990783385,1
"スペース",0.0312307990783385,0.0312307990783385,1
"暇",0.0312307990783385,0.0312307990783385,1
"タイミング",0.0312307990783385,0.0312307990783385,1
"ため",0.0312307990783385,0.0312307990783385,1
"何",0.0312307990783385,0.0312307990783385,1
"相談",0.0312307990783385,0.0312307990783385,1
"今度",0.0312307990783385,0.0312307990783385,1
"収集",0.0312307990783385,0.0312307990783385,1
"F",0.0585220493323666,0.0585220493323666,1
"登録",0.227726282735989,0.227726282735989,1
"何人",0.0312307990783385,0.0312307990783385,1
"看板",0.0312307990783385,0.0312307990783385,1
"店先",0.0312307990783385,0.0312307990783385,1
"スマホ",0.0312307990783385,0.0312307990783385,1
"お互い",0.0312307990783385,0.0312307990783385,1
"反応",0.0585220493323666,0.0585220493323666,1
"よね",0.0312307990783385,0.0312307990783385,1
"事前",0.0312307990783385,0.0312307990783385,1
"完全",0.0312307990783385,0.0312307990783385,1
"きれい",0.0312307990783385,0.0312307990783385,1
"要素",0.0312307990783385,0.0312307990783385,1
"コース",0.0312307990783385,0.0312307990783385,1
"掲示",0.0312307990783385,0.0312307990783385,1
"表示",0.0312307990783385,0.0312307990783385,1
"みなさん",0.0312307990783385,0.0312307990783385,1
"やり方",0.0312307990783385,0.0312307990783385,1
"簡単",0.0312307990783385,0.0312307990783385,1
"インターネット",0.0312307990783385,0.0312307990783385,1
"おっさん",0.0312307990783385,0.0312307990783385,1
"飯",0.0312307990783385,0.0312307990783385,1
"ぐるナビ",0.0312307990783385,0.0312307990783385,1
"すね",0.0312307990783385,0.0312307990783385,1
"学校",0.0312307990783385,0.0312307990783385,1
"誰",0.0585220493323666,0.0585220493323666,1
"状態",0.0312307990783385,0.0312307990783385,1
"ランゲージ",0.0312307990783385,0.0312307990783385,1
"サイト",0.0312307990783385,0.0312307990783385,1
"メッセージ",0.0312307990783385,0.0312307990783385,1
"やりとり",0.0312307990783385,0.0312307990783385,1
"不安",0.0312307990783385,0.0312307990783385,1
"公認",0.174776429089404,0.174776429089404,1
"ネット",0.0312307990783385,0.0312307990783385,1
"店舗",0.0312307990783385,0.0312307990783385,1
"斡旋",0.0312307990783385,0.0312307990783385,1
"交換",0.0312307990783385,0.0312307990783385,1
"店",0.0312307990783385,0.0312307990783385,1
"店主",0.0312307990783385,0.0312307990783385,1
"複数",0.0312307990783385,0.0312307990783385,1
"検定",0.0312307990783385,0.0312307990783385,1
"市",0.0312307990783385,0.0312307990783385,1
"不満",0.0312307990783385,0.0312307990783385,1
"実名",0.0312307990783385,0.0312307990783385,1
"パック",0.0585220493323666,0.0585220493323666,1
"自由",0.0312307990783385,0.0312307990783385,1
"時間",0.0312307990783385,0.0312307990783385,1
"航空",0.0312307990783385,0.0312307990783385,1
"具現",0.0312307990783385,0.0312307990783385,1
"話",0.0827572344653263,0.0827572344653263,1
"二人",0.0827572344653263,0.0827572344653263,1
"シャットアウト",0.0312307990783385,0.0312307990783385,1
"絵心",0.0585220493323666,0.0585220493323666,1
"チケット",0.0312307990783385,0.0312307990783385,1
"契機",0.0312307990783385,0.0312307990783385,1
"有料",0.0312307990783385,0.0312307990783385,1
"排除",0.0312307990783385,0.0312307990783385,1
"プロフィール",0.189275419644717,0.189275419644717,1
"ジャンル",0.0312307990783385,0.0312307990783385,1
"お酒",0.0585220493323666,0.0585220493323666,1
"閉鎖",0.0312307990783385,0.0312307990783385,1
"空間",0.0312307990783385,0.0312307990783385,1
"個々",0.0312307990783385,0.0312307990783385,1
"状況",0.0312307990783385,0.0312307990783385,1
"訳",0.0312307990783385,0.0312307990783385,1
"画面",0.0827572344653263,0.0827572344653263,1
"認識",0.0312307990783385,0.0312307990783385,1
"取っ手",0.0312307990783385,0.0312307990783385,1
"半分",0.0312307990783385,0.0312307990783385,1
"安心",0.0312307990783385,0.0312307990783385,1
"自然",0.0312307990783385,0.0312307990783385,1
