"word","value"
"人",2.37415329
"こと",0.7798853561
"情報",0.7779137888
"英語",0.6834383774
"神戸",0.6439398502
"登録",0.5866982463
"カフェ",0.5799044859
"マッチング",0.5422289804
"外国",0.5382176907
"旅行",0.5142396663
