"word","value"
"登録",4.6602064904
"人",3.7425234364
"マッチング",2.092331751
"カフェ",1.3852521375
"こと",0.822001148
"案内",0.6833478163
"私",0.5759418213
"旅行",0.5756466658
"地元",0.44283421
"情報",0.3846071955
