"word","value"
"プロフィール",4.9696778901
"人",2.1918347045
"画面",1.6565592967
"情報",1.4455406167
"方",1.3532585064
"お酒",1.2468837299
"旅行",1.2096727501
"登録",1.1801037051
"こと",1.0439094195
"マッチング",0.9655979417
