"word","value"
"人",4.3530688885
"プロフィール",2.5779589715
"方",1.6722413666
"情報",1.6551678325
"旅行",1.2896671424
"どっち",1.1187734298
"マッチング",0.9198167177
"地元",0.8653413946
"登録",0.8617966457
"画面",0.8593196572
