"word","value"
"人",6.488672554
"空港",3.7081283894
"場所",2.7810962921
"方",2.4046816442
"機能",2.2830542552
"日本",2.0039013702
"観光",2.0039013702
"コミュニケーション",1.8540641947
"外国人",1.6031210962
"海外",1.6031210962
