"word","value"
"プロフィール",8.6620632334
"旅行",5.2348759876
"話",5.1115934431
"二人",5.1115934431
"画面",5.1115934431
"登録",4.5633211267
"人",4.4573738474
"パック",4.0157935688
"絵心",4.0157935688
"お酒",4.0157935688
