"word","value"
"風",3.4822503255
"情報",3.3365830538
"日本",3.1146149876
"外国",2.642619341
"こと",2.6185353136
"友達",2.5910409816
"外国人",2.4802561173
"空港",2.1298782925
"場所",2.0401444487
"旅行",1.8097588201
