"","time1","time2","time3","time1","time2","time3","idf"
"やつか",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"あれ",0.00344827586206897,0.0125,0.032967032967033,0.00344827586206897,0.0125,0.032967032967033,1
"アイコン",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"下",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"興味",0.0152805647039965,0,0,0.0103448275862069,0,0,1.47712125471966
"だめ",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"開催",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"メイン",0.0101870431359977,0,0,0.00689655172413793,0,0,1.47712125471966
"さいの",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"スーパー",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"セール",0.004055487100192,0,0.0129240797698427,0.00344827586206897,0,0.010989010989011,1.17609125905568
"ほか",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"お店",0.00811097420038401,0,0.0258481595396853,0.00689655172413793,0,0.021978021978022,1.17609125905568
"広告",0.0152805647039965,0,0,0.0103448275862069,0,0,1.47712125471966
"以上",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"大勢",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"もの",0.012166461300576,0.014701140738196,0,0.0103448275862069,0.0125,0,1.17609125905568
"時間",0.0254676078399942,0,0,0.0172413793103448,0,0,1.47712125471966
"朝",0.0101870431359977,0,0,0.00689655172413793,0,0,1.47712125471966
"サラリーマン",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"学生",0.0152805647039965,0,0,0.0103448275862069,0,0,1.47712125471966
"ほとんど",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"昼間",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"主婦",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"晩御飯",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"お酒",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"今日",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"いついつ",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"子",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"帯",0.0101870431359977,0,0,0.00689655172413793,0,0,1.47712125471966
"吊革",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"表現",0.004055487100192,0.00735057036909801,0,0.00344827586206897,0.00625,0,1.17609125905568
"誰",0.012166461300576,0.022051711107294,0,0.0103448275862069,0.01875,0,1.17609125905568
"議論",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"ジャンル",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"中",0.004055487100192,0,0.0129240797698427,0.00344827586206897,0,0.010989010989011,1.17609125905568
"趣味",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"形",0.004055487100192,0.00735057036909801,0,0.00344827586206897,0.00625,0,1.17609125905568
"方",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"おじいさん",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"おばあさん",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"じじ",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"ばば",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"健康",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"相談",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"時",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"変化",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"お金",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"ただ",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"花火",0.004055487100192,0.00735057036909801,0,0.00344827586206897,0.00625,0,1.17609125905568
"大会",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"三宮",0.004055487100192,0,0.0129240797698427,0.00344827586206897,0,0.010989010989011,1.17609125905568
"町",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"ターゲット",0.00509352156799884,0,0,0.00344827586206897,0,0,1.47712125471966
"ボランティア",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"コア",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"やつ",0,0.0369280313679916,0,0,0.025,0,1.47712125471966
"チャリティ",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"周り",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ニーズ",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"祭り",0,0.014701140738196,0.0129240797698427,0,0.0125,0.010989010989011,1.17609125905568
"近辺",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"アナウンス",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"各駅",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"頭",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"メリット",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"今度",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"地元",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"マニアック",0,0.0369280313679916,0,0,0.025,0,1.47712125471966
"テデックス",0,0.0184640156839958,0,0,0.0125,0,1.47712125471966
"半分",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"六",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"実際",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"話",0,0.00735057036909801,0.0129240797698427,0,0.00625,0.010989010989011,1.17609125905568
"そっち",0,0.00735057036909801,0.0129240797698427,0,0.00625,0.010989010989011,1.17609125905568
"自由",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"何々",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"側",0,0.0184640156839958,0,0,0.0125,0,1.47712125471966
"発信",0,0.0369280313679916,0,0,0.025,0,1.47712125471966
"大事",0,0.00735057036909801,0.0129240797698427,0,0.00625,0.010989010989011,1.17609125905568
"価値",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"人数",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"理解者",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"参加者",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"発想",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"下敷き",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"紙",0,0.014701140738196,0.0258481595396853,0,0.0125,0.021978021978022,1.17609125905568
"何枚",0,0.0184640156839958,0,0,0.0125,0,1.47712125471966
"ため",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"タイプ",0,0.00735057036909801,0.0129240797698427,0,0.00625,0.010989010989011,1.17609125905568
"たくさん",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"物",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"文字",0,0.00735057036909801,0.0129240797698427,0,0.00625,0.010989010989011,1.17609125905568
"コンテクスト",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"粘土",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"必要",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"理解",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"一言",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"めんど",0,0.0184640156839958,0,0,0.0125,0,1.47712125471966
"いわな",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"場所",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ごめん",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"サービス",0,0.0184640156839958,0,0,0.0125,0,1.47712125471966
"拡散",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ツイッター",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"やな",0,0.00735057036909801,0.0258481595396853,0,0.00625,0.021978021978022,1.17609125905568
"テープ",0,0.0461600392099894,0,0,0.03125,0,1.47712125471966
"リボン",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"りぼん",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"適当",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ポストイット",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"糊",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"どれ",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ティッシュ",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"レシート",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"絵",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"看板",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"気合",0,0.00735057036909801,0.038772239309528,0,0.00625,0.032967032967033,1.17609125905568
"なにこれ",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"お祭り",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ポスター",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"明石",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"メリケン",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"パーク",0,0.00923200784199789,0,0,0.00625,0,1.47712125471966
"ホワイト",0,0,0.0324642034004321,0,0,0.021978021978022,1.47712125471966
"ボード",0,0,0.0324642034004321,0,0,0.021978021978022,1.47712125471966
"マーカー",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"俺",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"辺",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"拡大",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"芦屋",0,0,0.0486963051006482,0,0,0.032967032967033,1.47712125471966
"川",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"字",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"色変",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"黒",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"いっか",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"せや",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"統一",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"どこら",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"チラシ",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"利益",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"経費",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"中川",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"してん",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"ビジュアル",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"日にち",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"黄色",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"十三",0,0,0.0324642034004321,0,0,0.021978021978022,1.47712125471966
"こっか",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"前回",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"やつで",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"本間",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"西北",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"六甲",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"今年",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
"ビエンナーレ",0,0,0.0324642034004321,0,0,0.021978021978022,1.47712125471966
"駅名",0,0,0.0162321017002161,0,0,0.010989010989011,1.47712125471966
