"","time1","time1","idf"
"してい",0.00223500438330837,0.00223500438330837,1
"意見",0.00446655168189095,0.00446655168189095,1
"観光客",0.015572803920461,0.015572803920461,1
"一つ",0.00223500438330837,0.00223500438330837,1
"街",0.0066946525740084,0.0066946525740084,1
"昔",0.00223500438330837,0.00223500438330837,1
"震災",0.00223500438330837,0.00223500438330837,1
"あそこ",0.00223500438330837,0.00223500438330837,1
"もの",0.0066946525740084,0.0066946525740084,1
"紙",0.00223500438330837,0.00223500438330837,1
"きっかけ",0.00446655168189095,0.00446655168189095,1
"今",0.013358382855019,0.013358382855019,1
"高校",0.00223500438330837,0.00223500438330837,1
"時",0.00891931768852213,0.00891931768852213,1
"相手",0.00446655168189095,0.00446655168189095,1
"回数",0.00223500438330837,0.00223500438330837,1
"TOEIC",0.00223500438330837,0.00223500438330837,1
"機会",0.00223500438330837,0.00223500438330837,1
"英会話",0.0177838312358145,0.0177838312358145,1
"教室",0.00446655168189095,0.00446655168189095,1
"お金",0.00223500438330837,0.00223500438330837,1
"週",0.00223500438330837,0.00223500438330837,1
"毎日",0.00223500438330837,0.00223500438330837,1
"頻度",0.00223500438330837,0.00223500438330837,1
"何回",0.00223500438330837,0.00223500438330837,1
"環境",0.00223500438330837,0.00223500438330837,1
"中",0.00446655168189095,0.00446655168189095,1
"組織",0.00223500438330837,0.00223500438330837,1
"海外",0.015572803920461,0.015572803920461,1
"留学",0.00446655168189095,0.00446655168189095,1
"大学生",0.00223500438330837,0.00223500438330837,1
"休学",0.00223500438330837,0.00223500438330837,1
"アメリカ",0.00223500438330837,0.00223500438330837,1
"シアトル",0.00223500438330837,0.00223500438330837,1
"自分",0.0177838312358145,0.0177838312358145,1
"NOVA",0.00223500438330837,0.00223500438330837,1
"方",0.0221957461141962,0.0221957461141962,1
"いっぱい",0.00223500438330837,0.00223500438330837,1
"私",0.013358382855019,0.013358382855019,1
"チーム",0.00223500438330837,0.00223500438330837,1
"ガイドブック",0.00446655168189095,0.00446655168189095,1
"観光",0.0199914751874662,0.0199914751874662,1
"ホームページ",0.00223500438330837,0.00223500438330837,1
"発展",0.00223500438330837,0.00223500438330837,1
"定番",0.00223500438330837,0.00223500438330837,1
"スポット",0.0066946525740084,0.0066946525740084,1
"コミュニケーション",0.013358382855019,0.013358382855019,1
"文化",0.0066946525740084,0.0066946525740084,1
"側",0.0066946525740084,0.0066946525740084,1
"共通",0.00223500438330837,0.00223500438330837,1
"手段",0.0111405576052004,0.0111405576052004,1
"一緒",0.00446655168189095,0.00446655168189095,1
"ディープ",0.00446655168189095,0.00446655168189095,1
"紹介",0.00223500438330837,0.00223500438330837,1
"地元",0.015572803920461,0.015572803920461,1
"おれ",0.00223500438330837,0.00223500438330837,1
"いな",0.00223500438330837,0.00223500438330837,1
"おじちゃん",0.00223500438330837,0.00223500438330837,1
"大阪",0.00223500438330837,0.00223500438330837,1
"レストラン",0.00223500438330837,0.00223500438330837,1
"説明",0.0066946525740084,0.0066946525740084,1
"現地",0.00446655168189095,0.00446655168189095,1
"どっち",0.00891931768852213,0.00891931768852213,1
"トリガー",0.00446655168189095,0.00446655168189095,1
"旅行客",0.00446655168189095,0.00446655168189095,1
"自ら",0.00223500438330837,0.00223500438330837,1
"形",0.0066946525740084,0.0066946525740084,1
"スクール",0.0066946525740084,0.0066946525740084,1
"チラシ",0.00223500438330837,0.00223500438330837,1
"不特定",0.00223500438330837,0.00223500438330837,1
"多数",0.00223500438330837,0.00223500438330837,1
"要",0.00891931768852213,0.00891931768852213,1
"先生",0.00223500438330837,0.00223500438330837,1
"中間",0.00223500438330837,0.00223500438330837,1
"地点",0.00223500438330837,0.00223500438330837,1
"カフェ",0.0243966543074672,0.0243966543074672,1
"講師",0.00223500438330837,0.00223500438330837,1
"街角",0.00223500438330837,0.00223500438330837,1
"興味",0.00446655168189095,0.00446655168189095,1
"ティッシュ",0.00223500438330837,0.00223500438330837,1
"winwin",0.00223500438330837,0.00223500438330837,1
"らな",0.00223500438330837,0.00223500438330837,1
"マッチング",0.026594210011713,0.026594210011713,1
"機能",0.00891931768852213,0.00891931768852213,1
"体験",0.00223500438330837,0.00223500438330837,1
"価値",0.00223500438330837,0.00223500438330837,1
"提供",0.00223500438330837,0.00223500438330837,1
"日本人",0.00223500438330837,0.00223500438330837,1
"異国",0.00223500438330837,0.00223500438330837,1
"語",0.00223500438330837,0.00223500438330837,1
"手軽",0.00223500438330837,0.00223500438330837,1
"空港",0.0221957461141962,0.0221957461141962,1
"場所",0.015572803920461,0.015572803920461,1
"誘導",0.00223500438330837,0.00223500438330837,1
"もともと",0.00223500438330837,0.00223500438330837,1
"案内",0.00891931768852213,0.00891931768852213,1
"サービス",0.00446655168189095,0.00446655168189095,1
"アプリ",0.0111405576052004,0.0111405576052004,1
"正直",0.00223500438330837,0.00223500438330837,1
"お墨付き",0.00223500438330837,0.00223500438330837,1
"神戸市",0.00446655168189095,0.00446655168189095,1
"地域",0.00446655168189095,0.00446655168189095,1
"連携",0.00223500438330837,0.00223500438330837,1
"運営",0.00223500438330837,0.00223500438330837,1
"信頼",0.00223500438330837,0.00223500438330837,1
"生田神社",0.00223500438330837,0.00223500438330837,1
"境内",0.00223500438330837,0.00223500438330837,1
"マニュアル",0.00223500438330837,0.00223500438330837,1
"用意",0.00223500438330837,0.00223500438330837,1
"お寺",0.00223500438330837,0.00223500438330837,1
"たいへん",0.00223500438330837,0.00223500438330837,1
"歴史",0.00223500438330837,0.00223500438330837,1
"パンフレット",0.00223500438330837,0.00223500438330837,1
"スペース",0.00223500438330837,0.00223500438330837,1
"暇",0.00223500438330837,0.00223500438330837,1
"タイミング",0.00223500438330837,0.00223500438330837,1
