"word","V1","V2","V3","V4","V5","cluster"
"チケット","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"契機","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"パック","-0.443614439359218","0.334498028604012","-1.99720657069934","1.81675394340206","0.344043740538456","1"
"排除","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"閉鎖","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"空間","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"個々","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"訳","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"プロフィール","-0.115331644226776","1.00858915094327","-0.18697620282813","0.782347065146028","0.436321144796253","1"
"画面","-0.705822888230325","0.237489095648733","0.929247630075811","0.314866701221216","0.254436364967296","1"
"話","-0.705822888230325","0.237489095648733","0.929247630075811","0.314866701221216","0.254436364967296","1"
"取っ手","-1.26644270033692","-0.827351858967724","0.116709620530191","-0.0394586547161372","0.2716561284539","2"
"紙","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"大学生","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"休学","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"アメリカ","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"シアトル","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"教室","1.84130183154151","-0.322211058865051","-0.514047598033972","-1.43130585435192","0.191341663362445","1"
"NOVA","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"いっぱい","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"私","0.586041093883543","1.91616004663888","0.540341769239937","-1.11673417938484","0.431581220817993","3"
"チーム","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"観光","1.60703710630135","0.177058485214699","0.721985598289305","-0.207324783532927","0.277822733524991","1"
"ホームページ","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"発展","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"定番","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"コミュニケーション","2.2028472914606","-0.917997774618775","-0.194183427149569","-0.822745881847353","0.127846330746368","1"
"文化","1.36600679968863","0.574249629050515","0.508742817699703","-0.613031431869302","0.259130483272423","1"
"共通","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"歴史","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"学校","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"状態","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"ランゲージ","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"サイト","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"相手","1.84130183154151","-0.322211058865051","-0.514047598033972","-1.43130585435192","0.191341663362445","1"
"メッセージ","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"やりとり","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"サービス","0.567939636701355","1.48074850228593","-2.79238143630802","0.207990384827323","0.463109487232283","3"
"不安","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"有料","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"案内","0.473576729159918","1.48854820923084","-3.45175209911844","1.94047846317379","0.476791630400765","3"
"ジャンル","0.75666545178423","1.46514908839612","-1.47364011068718","-3.2569857718656","0.40430942296815","3"
"お酒","0.586041093883544","1.91616004663888","0.540341769239937","-1.11673417938484","0.4428597909295","3"
"おじちゃん","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"大阪","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"レストラン","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"たいへん","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"パンフレット","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"相談","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"今度","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"収集","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"スマホ","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"お互い","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"事前","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"複数","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"検定","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"市","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"具現","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"二人","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.440166116476684","3"
"認識","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"安心","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"自然","0.415416735982856","2.36717100488165","2.55432364916705","1.02351741309592","0.389386628229176","3"
"高校","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"回数","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"TOEIC","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"機会","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"お金","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"週","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"毎日","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"頻度","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"何回","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"環境","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"日本人","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"異国","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"語","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"手軽","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"生田神社","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"境内","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"マニュアル","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"用意","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"お寺","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"何人","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"看板","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"店先","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"飯","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"ぐるナビ","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"ネット","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"店舗","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"斡旋","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"交換","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"店","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"店主","2.92593821129879","-2.10957120612622","0.445544914619237","0.394374063161772","0.0938523241627993","4"
"誘導","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"もともと","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"コース","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"掲示","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"表示","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"自由","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"時間","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"状況","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
"半分","0.37921382161848","1.49634791617575","-4.11112276192886","3.67296654152025","0.410025176921455","3"
