"word","value"
"人",1.4470379216
"マニアック",0.8033344025
"これ",0.7906647678
"テープ",0.7312599823
"やつ",0.5850079858
"発信",0.5850079858
"情報",0.4203385618
"紙",0.3574954206
"祭り",0.3376020556
"側",0.3084778244
