"word","value"
"人",1.2557163608
"これ",0.8675072209
"情報",0.4785867182
"それ",0.4168418583
"紙",0.3706749145
"あれ",0.3155256908
"イベント",0.3004021601
"祭り",0.2912774606
"駅",0.2875152236
"マニアック",0.2189494337
