"word","value"
"人",1.5000797461
"イベント",0.5741250839
"これ",0.5476865203
"情報",0.5221081004
"マニアック",0.433994099
"窓",0.422273725
"テープ",0.3950565495
"誰",0.3354945208
"駅",0.3230257395
"やつ",0.3160452396
