"word","value"
"人",2.3648953133
"テープ",1.0573883532
"やつ",0.8459106826
"発信",0.8459106826
"イベント",0.7310978211
"窓",0.6624324182
"誰",0.6095253119
"神戸",0.594311907
"情報",0.5667659557
"自分",0.4764679105
