"word","value"
"電車",1.6850150461
"それ",1.6177988123
"駅",1.2962526721
"表示",1.0160746261
"今",1.0058880895
"情報",0.9358916632
"とき",0.8467288551
"時間",0.8467288551
"どこ",0.7705602
"バス",0.6773830841
