"word","value"
"人",1.5329467661
"マニアック",0.934859538
"テープ",0.8509848041
"これ",0.7486713532
"やつ",0.6807878433
"発信",0.6807878433
"情報",0.4218033137
"側",0.358983053
"テデックス",0.3501428361
"何枚",0.340399971
