"word","value"
"アプリ",11.9554079861
"外国",5.0935679211
"場所",4.7766008647
"機能",3.9643597552
"人",3.8223610709
"方",2.9176238553
"海外",2.6152748013
"インターネット",2.5967522533
"日本",2.3714744244
"もの",2.3459560253
