"word","value"
"人",6.5612506929
"情報",3.6121885766
"こと",3.1188534203
"方",2.9097001356
"旅行",2.238406628
"一",1.6457375202
"地元",1.4103795458
"空港",1.3843114061
"マッチング",1.0049846148
"英語",0.9708082859
