"word","value"
"変",3.5384314143
"こと",3.0030504838
"人",2.4166736903
"絵",2.1338738583
"マッチング",2.1047976089
"旅行客",2.0777291968
"カフェ",1.9549215667
"場",1.702186411
"観光客",1.577813044
"風",1.5356632194
